,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15496464338898658,0.11275,0.15410778403282166,0.125,313.0011341571808
1,0.15044856196641923,0.170125,0.14839209628105163,0.184,313.6060514450073
2,0.14462972980737687,0.222875,0.14318569564819336,0.233,315.88046383857727
3,0.14038658152520656,0.2555,0.13855140745639802,0.289,314.47035217285156
4,0.13614316268265247,0.287125,0.13596066081523894,0.304,312.84286856651306
5,0.13271626630425454,0.300375,0.13326097762584685,0.295,312.9266984462738
6,0.13025343710184098,0.316375,0.13152592372894287,0.314,312.7896308898926
7,0.12678267599642276,0.344375,0.1265249192714691,0.369,312.9029109477997
8,0.12280649508535862,0.37775,0.12265427958965301,0.4,312.9400987625122
9,0.11897544373571872,0.4045,0.12016460990905761,0.411,312.4749104976654
10,0.11581456591188907,0.427125,0.1180766829252243,0.431,312.9023103713989
11,0.1123989735096693,0.443875,0.11398639702796937,0.439,312.8879449367523
12,0.10881419362127781,0.4725,0.1120126894712448,0.466,312.7032244205475
13,0.10511790668964385,0.494125,0.10933980119228363,0.496,312.3492360115051
14,0.10143046886473894,0.519625,0.10761488497257232,0.487,312.87366127967834
15,0.09828461438417435,0.535875,0.1065429618358612,0.502,312.9176208972931
16,0.09480265040695668,0.558625,0.10623055332899094,0.499,312.473064661026
17,0.0914618661403656,0.57725,0.10490135216712952,0.508,312.8081486225128
18,0.088132892601192,0.59525,0.10453707313537598,0.513,312.69166707992554
19,0.08480575567483901,0.617,0.10437277406454086,0.513,312.65514636039734
