,train_loss,train_accuracy,validation_loss,validation_accuracy,time
0,0.15424639078974725,0.123,0.1519336268901825,0.164,194.95338988304138
1,0.14767314133048057,0.194125,0.1469904761314392,0.176,263.5277669429779
2,0.14130222691595554,0.243375,0.14237794017791747,0.227,317.2227795124054
3,0.136440068423748,0.274125,0.14073564100265504,0.245,317.1360008716583
4,0.13309566862881184,0.29325,0.13790048599243165,0.247,317.45213079452515
5,0.13051822412014008,0.302125,0.13670029509067536,0.269,316.8939166069031
6,0.12841306312382222,0.317,0.13595142781734468,0.268,316.1126217842102
7,0.1260179722905159,0.3335,0.13256388771533967,0.298,316.2031555175781
8,0.12337581272423268,0.35225,0.13249175572395325,0.299,276.6732814311981
9,0.12083507896959782,0.3655,0.1298600444793701,0.315,316.05362820625305
10,0.11829442439973355,0.383625,0.12915218901634215,0.31,316.2973325252533
11,0.11548009032011032,0.3965,0.12815537774562835,0.311,316.33599615097046
12,0.11253363862633706,0.423375,0.12575936090946196,0.334,314.29126262664795
13,0.10988518632948399,0.439,0.12417369675636292,0.342,312.7270874977112
14,0.10667241830378771,0.465875,0.12262129259109497,0.36,312.7918338775635
15,0.10306405924260616,0.486375,0.12073814821243287,0.361,312.5519323348999
16,0.09979715168476105,0.511625,0.12071880352497101,0.377,312.8225893974304
17,0.0963467036485672,0.5325,0.11897451221942902,0.372,312.7047965526581
18,0.09297457725554704,0.55925,0.11705761206150055,0.384,312.90550780296326
19,0.08934494446218014,0.5765,0.11555770647525787,0.394,312.89978432655334
